genes	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
NAPA	33782474.16468088	45944019.31580428	71190136.75990604	81949485.218093	325833304.4307589	298460307.77483326	38958166.77300266
NAPB	16792926.57617121	5074075.234307873	35937610.61248674	7620833.917231551	22323301.108222794	16516669.150163114	10052528.806272194
NAPEPLD	4080454.422769323	5030093.579554046	9488269.711259447	5134537.084203854	7474146.639608234	6022184.538645984	1369307.4312208085
NAPG	274374702.29490143	131747689.86608909	153807756.83018702	209837490.52554944	628080477.1299142	335089752.54512334	149364206.55698758
NAPRT	594993416.8902984	1034559142.4772786	888265383.8853675	1322579100.761765	2475744133.343003	2343158268.411388	230272082.11264533
NAPSA	5438183.703231788	4033806.8355260463	5111614.26510449	2658053.7221546317	41206504.213601686	9343304.583874406	9007596.27847685
NARF	1816784.0367749343	27231300.223847624	6308345.642056807	2669394.5591562926	49699623.59020525	12700145.235211352	12051878.831334881
NARS1	101051121.53758621	93618741.38753136	225660473.0363228	168921529.3502105	54950892.931298025	238129443.93205637	100403406.14832841
NARS2	221864068.88712755	152623129.42566642	305139292.2806392	98787850.60289423	76098027.88573407	151633837.40973812	109520334.04858312
NASP	57818187.4673996	140687410.40097836	36244498.46745565	62600459.47339099	51892746.96286793	41558711.753758304	40604808.15918022
NAT1	95114533.57503524	123068313.8603404	66773604.906220175	81181523.94752431	115997032.75512367	104200785.04045261	147193515.01576507
NAT10	2006935392.1753938	1330323503.3248873	2682534670.09	743406043.8794787	241408177.18910962	566261153.5385935	1983278149.355319
NAT14	28883328.832038563	14281213.425091067	23570239.667674992	65356960.03382934	66340712.929457836	45089102.74409434	19583269.1698494
NAV1	21592517.345540073	15802866.6334533	22301287.843023565	62803869.697564214	4045869.511679828	2504235.7529155766	18669342.81811449
NAXD	380895689.9930901	189246835.4217254	278169066.7086974	190610188.00522643	242138857.457287	115998383.67829776	76240958.61534055
NAXE	1213253998.5584462	639886008.3717126	1115527544.7608612	559361222.6104196	551171072.6347522	292824593.2384906	576152293.1060604
NBAS	979205453.0737361	446148470.62356067	414802684.24965656	767102416.6806239	304331643.2392415	544021794.4328811	417496641.871523
NBEAL2	114397093.36512907	1339817126.1159124	1769468447.6159616	505083967.02520627	3523442310.62445	2190958446.2263546	2274814040.03439
NBN	527320548.2948156	150816866.8406123	169826408.1637081	77314083.18335581	326744320.4188273	198312012.14833394	165932276.3946466
NBR1	1906958.474812918	2836554.6170687596	2154970.5300111407	10604327.342439406	58968821.51176808	11086833.832268333	8308687.481576286
NCALD	1463011.6854743406	373205070.2326111	538419531.1665934	44840242.77451595	5965163.640234944	13799367.473565016	756016094.3002944
NCAM1	43939522.84358968	9715596.247931343	106872394.5029713	6520723.02600338	4392096.06426703	1484186.9227263215	1983339636.36225
NCAPD2	649721933.0324537	288989815.1066272	130518275.97393218	1763878734.490777	145264783.8674598	792329146.564512	206296157.76043192
NCAPD3	65906958.81310665	642753946.5485429	1944134183.6458902	250853207.49099663	45860224.09924838	31399378.11061573	14397133.292161176
NCAPG	156688442.9811053	94169085.11703637	36878265.40365506	668659126.4808015	37039529.83969268	143331786.45962366	24189317.358019114
NCAPG2	106477866.21618335	28088470.765281618	32012753.57866148	73354996.76153891	39235211.4532987	116423579.68481545	12601314.692623178
NCAPH	297336912.41609955	47610055.308786675	13376281.85640475	960732652.3807615	22330150.088474423	159658158.27042687	17714913.02590908
NCAPH2	4291539.256337754	33930548.874234885	42570348.57714878	33668469.11204398	51526983.637267865	14162270.620434357	31486179.58205853
NCBP1	1121753575.5607278	1068708792.0007141	1310383826.8958158	149417681.10235733	988138216.5958893	655434584.3680565	354381580.6362439
NCBP2	184059966.33880904	172680231.0752231	123980859.60710682	60640967.92925396	94800934.68955766	157985817.19103038	99519528.5703601
NCBP2AS2	5733955.282011114	45697017.16055744	66819035.80101226	11313349.781734794	7344267.933633541	6949515.64627048	33556117.27887315
NCBP3	345951623.1767059	277607386.7544841	232462372.36789468	181161402.9005868	253557460.07074898	213147958.39665583	153733264.12109378
NCCRP1	2935859.8184196553	6819461.913423385	7581262.95840074	20795903.89248778	3932886.368719761	2388431.084711617	6931654.315725276
NCDN	41549196.54207244	86331939.80951697	90858368.22515564	41413357.32635522	54658208.56394981	106135225.01898612	113472896.490551
NCEH1	406552164.0750821	122747739.4305304	106647171.6878915	224469131.7828069	221674190.83710504	552021016.9175334	233618389.01213446
NCF1	736337617.8126986	4698420.4580804845	1716787.8353062375	671877906.6078408	4012504964.08631	450557049.65387654	5061888.706997209
NCF1B	4947873.295511669	2384909.990465047	3710443.5262542283	6757588.94303382	303084176.8992329	2973235.742639893	1441248.3203613856
NCF2	359695312.0478338	36009904.376214325	113288221.66465577	2346966782.1132894	29979820650.367035	6810204685.324994	58058645.936027825
NCF4	342534824.6971713	132616389.36894314	167791228.70853788	387537553.26266074	9518298580.376637	1030204471.4644804	14868604.022110615
NCK1	401981915.94645023	202822611.8485903	255976901.38559648	158146067.4392989	692055419.5710768	228487430.1406666	340088465.9586294
NCK2	145263983.5947201	143604552.06609178	189877601.92594713	43894522.56137752	466726639.5439176	66916817.28662351	83168417.8198343
NCKAP1	186097980.9846508	160084119.04480538	102838065.8049376	4876377.920567929	16932730.632516325	63486444.72151251	90266715.68615031
NCKAP1L	3604131658.2338204	864573361.4386189	988595657.0284829	1965508056.8989422	3726833751.033174	1389764339.2032886	1449511279.831652
NCKAP5L	5411157.278089902	29781845.1713832	18691599.240722865	61645862.928759366	46135911.00405252	51704216.093720175	29796279.024557613
NCKIPSD	4086159.334197214	7718046.358967793	5750358.631910651	8134460.033858436	1559534.2671002226	5903069.570614255	4460644.873506563
NCL	231482324.7567135	197990427.40711665	207063675.10656303	118666581.0280734	99188122.36757597	117475357.54777107	166083816.82910243
NCLN	402865581.0596212	254083126.07688242	249778871.9566748	1429807990.8467321	494862878.72872317	626366404.2774682	368689472.68211746
NCOA1	11672494.033635966	100109998.63710272	92255149.15676156	78606557.23692712	148718595.25825453	52290614.18514186	71882597.02349463
NCOA2	150991307.05514115	58361069.03420456	79559501.56462836	68671373.44033949	56078611.54753516	62767705.45237996	89478512.9652343
NCOA3	269087647.8467844	55135669.967920296	62532785.02567402	54277835.0429867	227007151.72780776	58957383.85162869	36695223.897977315
NCOA4	2141570.002294644	15748540.888150565	12591689.091569481	1022000.3929996205	35393377.93408873	3203723.916676809	1010924.5123620806
NCOA5	765548337.3583916	231003886.08555368	233234283.38914147	83920884.48096819	311968766.93338066	274834266.8017968	275865762.2756261
NCOA6	97154979.59653597	52915855.65724717	66531182.046548605	35626638.46077427	152693043.34014118	65322450.92057919	45072485.507682316
NCOA7	242899343.65715325	187126436.78549987	206011678.4603603	380404658.5639759	121675549.4642574	68498130.85360426	85961450.23567669
NCOR1	24686312.831595365	39083787.322992176	36621052.20488825	28327403.052938014	34804417.70243198	23114732.4704993	90896777.21548326
NCOR2	78950082.09399807	90078356.16470605	87592430.61793287	205041161.70086953	105204448.6888534	211329205.5501765	118511706.75742897
NCR1	19566802.143689584	9989726.137952216	13822374.292741023	9727351.754636686	7666788.285524629	1987221.0595909017	187486317.88711268
NCR2	3347670.0340536837	3420263.2047803462	2207152.9080236377	2072596.1268199147	1870561.2476566338	1855130.6540792855	4498672.007049471
NCR3	3461145.507235101	3480981.074774958	2447899.4664771347	2325668.2180647505	4842817.466460773	3180656.806709884	25739943.07285405
NCS1	4796722.434193	3135940.2447046665	2132165.8471060386	13279007.797094103	4376586.214235442	9963677.840695204	20626880.622745425
NCSTN	47174793.68786334	104910842.26666214	103434846.15543444	176020666.78666222	555834425.9751003	886533936.9909704	191268201.05917552
NDC1	175561105.18535215	217892673.952756	152968100.26150548	50822006.208238736	144656811.32591534	140082558.76640064	153180611.6222411
NDC80	104972913.19855055	59818334.91347474	98116089.25063942	317285338.03033257	764641798.7089757	720628393.604197	49817280.90069182
NDE1	258491479.6812624	120999188.83959982	96052570.76153931	100131859.22509688	627727794.1628175	60033681.36717946	92369000.78242044
NDFIP1	4548620.052004218	3068713.2661973275	2993327.9212018317	1276290.016872917	4464376.222103884	3284819.276718652	2453821.162647282
NDFIP2	9079313.313380314	5379033.10227669	1259963.0571226084	3494112.3909878773	2558520.3467299487	1517429.0610725773	1949881.2804363745
NDOR1	13361093.213427227	35811201.541907825	43145270.649873815	50792488.984419376	32951297.253865484	24474797.823132094	31852364.742218487
NDRG1	665624094.0684595	1565084683.3370655	1603522665.339794	2439263005.4935565	3125751631.0906053	1192385936.9454436	467935039.77735955
NDRG2	7026799.970322409	16873797.227340236	12329000.387522768	594718761.5478455	12042230.079094343	8116579.86413695	7176645.818443119
NDRG3	488375456.1656575	530957507.8399748	568578651.1940057	125602572.79039949	223953114.4122529	201650511.29643407	351009081.61765116
NDST1	50746338.75506934	5010162477.347435	3502173621.202387	244441836.14675665	286955782.36621284	242348675.84798002	1177021453.895894
NDST2	8075367.689461402	35780325.468548335	13553191.324341303	19121524.542733878	18422100.27624749	21616238.063853588	17937411.06795758
NDUFA1	10307087.93278882	23734515.093615912	21960587.783983603	21628033.486848854	177665225.02050778	62740998.09084707	40433370.08562234
NDUFA10	1430461293.3800988	697485743.9567763	920064647.1692289	1003631732.183256	695167422.6777977	1105954005.3796394	496719193.395993
NDUFA11	289853373.7652013	251172705.52069882	277378499.0967049	231992574.40480238	135693391.5733955	354966074.60236955	120274290.99039556
NDUFA12	371935005.46613055	426313159.37118715	632673655.889818	523870950.83363444	295385102.96704763	563620847.1993781	639458336.5827228
NDUFA13	752576902.070501	952544038.4138048	990257686.8447775	797094991.3251532	526322409.04460025	953048307.7244222	605306549.3998195
NDUFA2	733170919.2611575	348724401.8530473	517649586.16378534	235888285.57123137	204820940.18747327	493898909.534423	417204840.7876647
NDUFA3	126683244.5547558	202241721.1731521	156145729.07484242	89065458.34263176	38174828.1476952	145448442.82585573	89579719.2184431
NDUFA4	835742582.3630321	926191405.8424355	1009206992.0222651	511949323.61911136	605164658.2529675	1059765068.9808449	465621702.91139644
NDUFA5	1043184979.7034911	968164792.669402	853695443.0914685	388539283.58307874	310626802.8957496	689370140.2035166	416497785.2745656
NDUFA6	830881132.0915624	650040876.7127008	1301508493.9888659	308544248.2444705	208124455.31078607	520155777.07324606	742468374.0561495
NDUFA7	636872707.1262467	561578557.0574396	834452638.8873742	361399355.90059566	439705797.6305447	501802861.67856526	522063851.9116289
NDUFA8	779265348.7881951	695187610.5769057	838717905.0055169	663520002.8856771	274016794.3117597	874746541.9886285	865071020.2363881
NDUFA9	1969085967.8950171	1768317080.3136623	1443027259.0450978	1309649834.1294293	1147037675.673327	2387272527.6888967	1527576267.2910278
NDUFAB1	85973749.36795948	31483159.17622873	64924907.39351258	95298999.8755622	29687910.31569981	47331920.86973004	48539300.00478044
NDUFAF1	329630048.17446434	67682498.9038377	43651316.120459795	39588589.14589501	29841711.47712552	49029210.53711762	56754864.71662579
NDUFAF2	137786258.75879586	90966974.73644936	175662588.99622977	124553333.34639202	92451089.93915434	161572179.8151233	71259113.05334774
NDUFAF3	197209092.59223303	173255249.32124949	261773513.9229744	137562685.75722706	140211433.9002353	112056741.11027993	87016466.46241347
NDUFAF4	290672520.0315628	201395972.81566936	324796863.5805601	200282225.17409104	266488136.60385022	170027535.81194383	231915118.59087524
NDUFAF5	22457887.51763762	17259694.967962272	14403374.311895125	11687131.629520448	49110399.49043203	19173824.873884317	15016520.839426588
NDUFAF6	88943158.84420505	44595911.35705698	52303945.93204289	17958452.683514804	15126861.803202344	32094970.05575914	43868265.4181691
NDUFAF7	52789823.19615769	493264707.1912039	65301196.78571657	77806666.67532289	91821631.93989299	153623119.62716132	43547247.185720764
NDUFAF8	3177564.978287828	9969397.397121128	11629513.076479979	15799897.549779547	5404088.886809441	4261499.389355185	10161894.49479093
NDUFB1	232649781.17089528	244357624.06093612	232689466.86416867	254762175.4260507	131556678.2784537	475149747.48059285	296029334.5614758
NDUFB10	975846607.2573484	568344185.6481553	909171637.3234391	592009881.4204116	695246932.2457987	438250988.29347384	269626163.09217155
NDUFB11	254739911.96635866	190082773.72270152	195223489.38879046	296079226.5323958	132493215.58949915	151483557.86177957	137425532.8489737
NDUFB2	152100119.997681	108587308.97167993	175517544.29665136	102890623.7800259	54965071.55591367	275586200.7043331	222101856.67043185
NDUFB3	412573985.5153786	285986973.5625866	288179916.0952613	240712452.11012205	263043949.55239692	355787399.82714045	450755299.30214673
NDUFB4	446504932.56350636	428064411.60379165	692223026.3498552	179056599.63321254	275505715.1825018	562981905.2980679	463197543.9208226
NDUFB5	314221531.7032077	228224421.57493713	286043272.95953065	272660687.1840642	168593016.62655786	302634909.29670864	372635550.54040563
NDUFB6	2451598298.6877794	199753523.8735871	219043645.04677883	162934986.65400678	165051203.29559693	240538944.10474154	253044732.05737025
NDUFB7	341803615.1886392	266895008.69360876	230713812.90506747	278107916.55789286	221465776.06096357	151495592.34171817	312619153.2818337
NDUFB8	333543582.7132682	199666264.27783218	263599302.09890485	130734364.34175228	137641300.9196419	400589209.95050764	136264593.74436325
NDUFB9	765700319.209948	392416839.541064	833906345.2057778	401905903.9602339	463110041.6696958	858854816.8150294	419365311.56543773
NDUFC1	87293140.28594021	94749275.66901958	99816367.32421376	61702158.537319	299709880.5846236	134364337.07530564	90250490.24616858
NDUFC2	374458484.4840485	542488482.0589442	496476780.8703874	323956135.9536363	314524341.53749967	472984083.89758563	498814219.01764536
NDUFC2-KCTD14	374458484.4840485	542488482.0589442	496476780.8703874	323956135.9536363	314524341.53749967	472984083.89758563	498814219.01764536
NDUFS1	3524981956.448828	1925877750.6982932	1894460800.934405	1034452935.9112445	1565165631.7459817	2382761847.573042	1966796302.325206
NDUFS2	730422633.598401	747510852.65305	1003453779.0871717	501521803.85673577	469030479.4645163	1001077926.1442119	477523618.905227
